Train ~3922
The Streets of San Francisco             ~4363
The Nut Job ~1612
Drinking Buddies ~4634
Bronson ~4771
Cypher ~2958
Hide and Seek ~1884
Swimfan ~3071
The Hills Have Eyes ~2469
Two Can Play That Game ~2814
Thunder and the House of Magic ~1512
Digimon: The Movie ~3687
9 ~1651
Ghost Rider ~221
2016: Obama's America ~4095
Jackass: The Movie ~3631
Super Mario Bros. ~1159
Echo Dr. ~4844
The Last Emperor ~1891
Dudley Do-Right ~2091
Inside Out ~78
Two Evil Eyes ~3256
Snake Eyes ~559
Patch Adams ~924
The Nun's Story ~3914
Some Like It Hot ~4070
Boogie Nights ~2627
It's All Gone Pete Tong ~4209
Fantasia 2000 ~474
The Mudge Boy ~4560
Warrior ~1961
Blade: Trinity ~667
Aloft ~3361
Double Take ~2014
The Ice Storm ~2412
Choke ~3946
City of Ember ~1350
Pride and Prejudice and Zombies ~1773
Flashdance ~3404
Eye of the Dolphin ~4115
Space Jam ~460
The Powerpuff Girls             ~1955
Far from Men ~3376
We Need to Talk About Kevin ~3450
The Hunting Party ~1309
Boogeyman ~2160
The 5th Quarter ~3568
Nothing ~3879
Vampire Killers ~4225
Heli ~4502
The Fault in Our Stars ~2899
The Island ~277
Minority Report ~281
Takers ~1534
The Life of David Gale ~1002
Drillbit Taylor ~1255
The Perks of Being a Wallflower ~2837
Ernest & Celestine ~2872
Shine ~3603
Woman in Gold ~3003
Wall Street: Money Never Sleeps ~600
Case 39 ~1804
The Conjuring ~2139
The Prince ~2452
Titanic ~26
Shrek the Third ~107
Cavite ~4908
The Last Airbender ~139
Kung Fu Killer ~1996
Source Code ~1537
The Proposition ~2297
Iraq for Sale: The War Profiteers ~4567
Alvin and the Chipmunks: Chipwrecked ~442
You Can't Take It with You ~4293
Boynton Beach Club ~4063
Kung Fu Hustle ~2229
A True Story ~4871
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ~1866
El Mariachi ~4909
Mirror Mirror ~417
A Thousand Words ~1303
Veronika Decides to Die ~3265
The Woman Chaser ~4812
Despicable Me 2 ~515
The Charge of the Light Brigade ~4408
City of Life and Death ~2959
Godzilla 2000 ~4441
Annie ~664
PCU ~3245
Miracles from Heaven ~2794
The Swindle ~3164
The Geographer Drank His Globe Away ~3880
Frat Party ~4507
Tucker and Dale vs Evil ~3722
The Stepford Wives ~325
In the Name of the King: A Dungeon Siege Tale ~799
Back to the Future Part III ~1191
The Interpreter ~373
The Image Revolution ~4869
Doc Holliday's Revenge ~4517
Night at the Museum: Secret of the Tomb ~198
MacGruber ~3113
Deck the Halls ~916
Kabhi Alvida Naa Kehna ~3023
A Christmas Story ~3953
Sur le seuil ~4104
Firestorm ~2345
Three Kings ~1036
Elza ~4543
The Sweetest Thing ~1140
Drowning Mona ~2531
The Gunman ~1305
A Nightmare on Elm Street 3: Dream Warriors ~3635
L.I.E. ~4582
ZMD: Zombies of Mass Destruction ~4512
Donkey Punch ~4575
Mississippi Mermaid ~4304
Remember Me ~2533
Black Snake Moan ~2664
Deuce Bigalow: Male Gigolo ~2369
Dodgeball: A True Underdog Story ~1579
Buffy the Vampire Slayer             ~3425
Walk Hard: The Dewey Cox Story ~1471
The Amazing Spider-Man 2 ~39
Salvation Boulevard ~3619
The Lazarus Effect ~3646
The Woman in Black ~2588
Prefontaine ~3345
Braveheart ~567
Wasabi ~2562
The Devil's Rejects ~3424
The Mighty Ducks ~3049
Agent Cody Banks 2: Destination London ~1836
Gulliver's Travels ~255
Love Letters ~4610
Premonition ~2161
The Messenger: The Story of Joan of Arc ~1007
Duma ~2947
Transporter 2 ~1544
Bodyguards and Assassins ~2055
The Thirteenth Floor ~2537
Sleep Tight ~3732
Mindhunters ~1811
The Rocket: The Legend of Rocket Richard ~3364
Wild Hogs ~705
Eden Lake ~4223
The Border             ~2783
Roger & Me ~4820
You Kill Me ~3850
Stardust ~603
Cloudy with a Chance of Meatballs ~353
Cecil B. DeMented ~3153
The Guru ~3010
Batman: The Movie ~4360
Maurice ~4086
Donovan's Reef ~4080
Prometheus ~224
The Missing Person ~4218
The Broken Hearts Club: A Romantic Comedy ~4464
Green Street 3: Never Back Down ~3370
Pet Sematary ~2968
The Theory of Everything ~2602
The Big Bounce ~1021
Lights Out ~3632
Insomnia ~1057
Dum Maaro Dum ~3627
Trouble with the Curve ~772
The Weather Man ~2250
Allegiant ~261
The Devil's Double ~2340
Hanna ~1642
Predator ~2377
Wreck-It Ralph ~90
K-19: The Widowmaker ~384
They Will Have to Kill Us First ~4603
Exeter ~4893
Drive Angry ~1023
The English Patient ~1402
Get Over It ~3106
55 Days at Peking ~2481
In & Out ~1405
Troop Beverly Hills ~2414
Fur: An Imaginary Portrait of Diane Arbus ~2499
Hamlet ~2424
Creative Control ~4496
The Watcher ~1516
Dear Frankie ~3765
What Happens in Vegas ~4690
Radio Days ~2532
Yours, Mine and Ours ~1090
All Is Lost ~3288
Casa de mi Padre ~3547
Salvador ~3781
The Spy Next Door ~1769
Something Wicked ~4055
Precious ~1344
Interview with the Vampire: The Vampire Chronicles ~931
Super Size Me ~4852
Grand Theft Parsons ~4406
Khiladi 786 ~3597
The Triplets of Belleville ~4173
Annie Hall ~3817
Welcome to the Sticks ~2550
Prison ~3863
One Hour Photo ~2891
Wyatt Earp ~690
Daddy Day Camp ~3533
Rushmore ~3085
Soldier ~552
The Words ~3546
Bobby Jones: Stroke of Genius ~2488
Nine Dead ~4230
The Battle of Shaker Heights ~4478
Arlington Road ~2105
The Intern ~1199
The Caveman's Valentine ~2782
The Order ~1479
The Lunchbox ~4291
After ~4592
Against the Wild ~4283
The Betrayed ~3932
The Departed ~357
Friday After Next ~3061
Austin Powers in Goldmember ~687
After Earth ~195
Michael Collins ~1962
Tower Heist ~401
London Has Fallen ~754
Stuck on You ~865
Alexander ~113
The Longest Day ~3048
Marilyn Hotchkiss' Ballroom Dancing and Charm School ~4111
This Is the End ~1531
The Lizzie McGuire Movie ~2593
The Love Guru ~696
Cliffhanger ~657
Shade ~3482
The Hangover ~1384
The Innkeepers ~4572
Urban Legend ~2734
Benji ~4614
Snowpiercer ~1313
Toy Story 3 ~43
Inherent Vice ~2271
A History of Violence ~1543
Shattered Glass ~3560
For Greater Glory: The True Story of Cristiada ~3035
Valkyrie ~366
Quantum of Solace ~12
Welcome to Collinwood ~2950
Shaun of the Dead ~3671
Mars Attacks! ~482
Dead Man Walking ~2987
Pandaemonium ~2714
Three to Tango ~2260
Baahubali: The Beginning ~1317
The Expendables ~431
Space Dogs ~1992
Bran Nue Dae ~3489
Blonde Ambition ~3185
Ramanujan ~2320
H. ~4800
The Untouchables ~1867
Truth or Die ~4519
Flight of the Phoenix ~555
Under the Rainbow ~2219
Heaven's Gate ~1134
Bad Boys ~2032
Transformers: Revenge of the Fallen ~36
Traffic ~1029
Anchorman 2: The Legend Continues ~925
Come Early Morning ~3572
Hope Springs ~1602
Pootie Tang ~3924
Donnie Brasco ~1423
Enter the Dangerous Mind ~4054
The Business of Fancydancing ~4785
The Last Godfather ~2788
Rotor DR1 ~4706
Sky High ~1404
Max Keeble's Big Move ~2913
West Side Story ~3521
Jackass 3D ~2136
Cheaper by the Dozen 2 ~721
Locker 13 ~4729
Beyond Borders ~800
Secretary ~3845
Kiss the Girls ~1789
Brooklyn ~2996
Batman Forever ~305
Stargate: The Ark of Truth ~3475
Cheap Thrills ~4840
The Muppet Christmas Carol ~2896
The Janky Promoters ~3184
Face/Off ~449
Side Effects ~1652
Fiddler on the Roof ~3224
The Oh in Ohio ~3715
Funny Ha Ha ~4885
Revolutionary Road ~1105
Notting Hill ~1145
Lovely & Amazing ~4737
Queen Crab ~4851
Tarnation ~4685
Selma ~2158
The Lord of the Rings: The Return of the King ~335
Jennifer's Body ~2530
Monsters ~4643
Stealing Harvard ~1948
Star Trek: Insurrection ~593
Alexander and the Terrible, Horrible, No Good, Very Bad Day ~1759
Trust ~3867
Joy ~753
Jakob the Liar ~2680
The Oxford Murders ~3186
Frost/Nixon ~1723
Call + Response ~4786
Gran Torino ~1852
Dr. Dolittle 2 ~566
Gunless ~3201
Molière ~2101
Piranha 3D ~2022
Madea's Witness Protection ~2153
Dylan Dog: Dead of Night ~2311
Night Watch ~3811
All Is Bright ~4242
Oliver Twist ~681
The Pirates! Band of Misfits ~867
Dragon Hunters ~2495
Knockaround Guys ~2651
Eight Below ~1198
I Think I Love My Wife ~2753
The Object of My Affection ~2615
Unforgotten             ~953
Run, Fatboy, Run ~3127
Cursed ~1460
Blue Valentine ~4442
Becoming Jane ~2502
Alvin and the Chipmunks: The Road Chip ~365
Blue Streak ~1367
Laws of Attraction ~1546
Secret in Their Eyes ~2239
Coco Before Chanel ~2050
Intolerance: Love's Struggle Throughout the Ages ~4696
Gods and Monsters ~3920
Mean Creek ~4629
Couples Retreat ~719
Lonesome Jim ~4633
I Got the Hook Up ~3918
Damsels in Distress ~4031
Kids ~4310
Outside Providence ~3436
To Rome with Love ~2107
Malone ~3140
The Lords of Salem ~4341
The Pirate ~3900
Dinosaur ~196
The Finest Hours ~633
The Diving Bell and the Butterfly ~2758
The Texas Chainsaw Massacre: The Beginning ~2514
Happy Valley             ~4753
Saw VI ~2989
Harley Davidson and the Marlboro Man ~2048
Tales from the Hood ~3539
Home Run ~4395
A Guy Thing ~2235
Escape from Tomorrow ~4589
Freaky Deaky ~3588
Thirteen ~4178
Sorority Boys ~2923
Never Back Down ~2117
Arnolds Park ~4600
The Following             ~4913
Mooz-Lum ~4329
My Name Is Khan ~3287
Burlesque ~879
The Apparition ~2497
Mad Max ~4777
The Iron Giant ~999
Z Storm ~3470
The Ladies Man ~2999
Batman Returns ~435
The History Boys ~3902
Coffee Town ~4240
Napoleon Dynamite ~4677
Man on a Ledge ~1172
Street Fighter ~1434
Drive ~2613
Bad Lieutenant: Port of Call New Orleans ~1987
Downfall ~2784
Exiled ~3791
All the King's Men ~891
Outlander             ~1026
Never Say Never Again ~1371
Spy Kids: All the Time in the World in 4D ~1807
Se7en ~1584
Close Encounters of the Third Kind ~2130
The Great Train Robbery ~3565
Charlie Wilson's War ~534
Roadside Romeo ~4214
You Only Live Twice ~3206
Bloody Sunday ~4667
Adam ~3961
A Farewell to Arms ~3685
Her ~2038
Hocus Pocus ~1754
Teenage Mutant Ninja Turtles III ~2111
The Dress ~4081
The Robe ~3638
The Book Thief ~2347
The Amazing Spider-Man ~21
The Other End of the Line ~4117
Pink Flamingos ~4899
It's a Wonderful Afterlife ~3195
The Rise of the Krays ~4127
Two Lovers ~2937
One Day ~2649
Old School ~2007
Abandoned ~4260
Seed of Chucky ~1729
Under the Skin ~2786
Ouija ~3634
In the Valley of Elah ~2049
The Sisterhood of the Traveling Pants ~1898
Oceans ~498
Dolphin Tale ~1364
Battle of the Year ~2273
The Cell ~1408
No Reservations ~1755
Oz the Great and Powerful ~38
Timecrimes ~4089
Final Destination 2 ~1828
The Kids Are All Right ~3826
City of Angels ~845
Luminarias ~4473
Goodfellas ~1886
Doctor Zhivago ~2975
The Corruptor ~3095
Scott Pilgrim vs. the World ~418
The Hustler ~4171
Harry Potter and the Order of the Phoenix ~114
Midnight Special ~2426
Phenomenon ~1526
The Nativity Story ~1436
A Cinderella Story ~2330
Joe ~3861
Raise the Titanic ~1296
Get Him to the Greek ~1215
May ~4282
When Did You Last See Your Father? ~3344
Captain Phillips ~836
Beneath Hill 60 ~3269
Clueless ~2776
Rogue             ~2053
Transamerica ~4443
Thunderball ~3225
When Harry Met Sally... ~2507
Muppets from Space ~2017
The End of the Affair ~2047
The Whole Nine Yards ~2005
Legally Blonde 2: Red, White & Blonde ~1872
The Haunting ~459
Winnie Mandela ~2704
Criminal Activities ~3479
The Calling ~4135
We Have Your Husband ~3741
The Insider ~632
Foodfight! ~1126
Psych             ~3737
Lion of the Desert ~1490
The Longest Ride ~1503
Abandon ~1965
Killing Zoe ~4323
Zero Effect ~3708
Slow Burn ~2561
Sinister ~3978
Dumb and Dumber To ~1197
The Conversation ~4302
Saved! ~3688
You've Got Mail ~651
Iron Man ~69
Kindergarten Cop ~1820
Top Gun ~2568
Mad Max: Fury Road ~128
The Taking of Pelham 1 2 3 ~289
Dinner for Schmucks ~635
Troy ~146
Welcome Home, Roscoe Jenkins ~1782
Free Birds ~856
Fight Valley ~2337
The Virgin Suicides ~3551
Blackhat ~618
O Brother, Where Art Thou? ~1829
Mr. Church ~3368
Bill & Ted's Excellent Adventure ~3053
District B13 ~2695
Splice ~1676
Lost in Translation ~3816
Secretariat ~1410
The Mongol King ~4910
Bananas ~4232
Trance ~2548
Circumstance ~4537
Thor: The Dark World ~127
The Game Plan ~2063
The Eye ~2893
Sucker Punch ~558
Saw 3D: The Final Chapter ~2465
RED 2 ~440
The Brain That Wouldn't Die ~4855
Hurricane Streets ~4630
Mulholland Drive ~2683
Sausage Party ~1717
A Civil Action ~743
Crossover ~3596
Star Trek III: The Search for Spock ~2367
Krull ~1468
The Medallion ~1170
Birdman or (The Unexpected Virtue of Ignorance) ~2385
Romance & Cigarettes ~3016
The Girlfriend Experience             ~4384
Brotherly Love ~4261
The Chumscrubber ~3481
Battle for the Planet of the Apes ~4268
The Devil's Own ~383
Ray ~1202
Die Hard with a Vengeance ~361
Lara Croft: Tomb Raider ~338
The Cry of the Owl ~2970
Pretty Woman ~2724
Middle of Nowhere ~4783
The FP ~4853
Big ~2364
Little Children ~2759
Watchmen ~164
Dracula 2000 ~1758
Paranormal Activity: The Marked Ones ~3643
Punisher: War Zone ~1480
The Covenant ~2207
Scream: The TV Series             ~2573
Untraceable ~1443
Eternal Sunshine of the Spotless Mind ~2196
The American ~2174
An Ideal Husband ~3024
The Skeleton Twins ~4456
Play It to the Bone ~2020
Lolita ~881
The Crew ~2042
The Doombolt Chase             ~2313
Velvet Goldmine ~3252
End of the Spear ~3105
RoboCop 3 ~2088
Ocean's Twelve ~251
Sound of My Voice ~4822
Futuro Beach ~3876
Aroused ~4818
Inescapable ~3882
The Homesman ~2556
Touching the Void ~4181
What Planet Are You From? ~1022
Get on Up ~1657
Step Up 2: The Streets ~2447
Man of the House ~1003
Auto Focus ~3448
Pale Rider ~3474
Bully ~4150
Mrs. Winterbourne ~1968
Last Action Hero ~410
Beavis and Butt-Head Do America ~2882
The Secret in Their Eyes ~3921
The Sleepwalker ~4431
The Fall of the Roman Empire ~2350
Queen of the Mountains ~4370
Wonder Boys ~1457
Hostel ~3753
Soul Men ~1295
Enemy of the State ~403
Howard the Duck ~1677
National Lampoon's Vacation ~2582
Trees Lounge ~4365
Date Night ~837
Home Movies             ~4689
Sleep Dealer ~4119
Flicka ~2629
Ice Princess ~1925
Grave Encounters ~4228
Mama ~2581
Melancholia ~3218
The City of Your Final Destination ~3326
Chocolat ~1871
Platoon ~3516
Bubba Ho-Tep ~4465
Sleepover ~3111
Deconstructing Harry ~2259
McFarland, USA ~2471
Crazy Heart ~3275
Delivery Man ~2076
Luther             ~1485
The Legend of God's Gun ~4879
Serial Mom ~2822
The Iron Lady ~2738
Superman Returns ~11
Urban Legends: Final Cut ~2631
Gosford Park ~2382
Wolves ~2446
Star Trek II: The Wrath of Khan ~2876
Phone Booth ~2985
Darkness ~3026
Munich ~539
Welcome to the Dollhouse ~4553
Bowling for Columbine ~3973
Fifty Shades of Grey ~1180
Kundun ~1774
Elling ~4151
The Croods ~238
Memento ~3647
A Hard Day's Night ~4608
Videodrome ~3584
Deadpool ~803
Saw II ~3629
Poltergeist III ~3209
Water & Power ~4602
Here Comes the Boom ~1151
I Dreamed of Africa ~1505
Mr. Bean's Holiday ~1910
Amen. ~2769
The Last Days on Mars ~3025
Malcolm X ~1416
Interview with the Assassin ~4574
Cradle Will Rock ~1553
The Wash ~3833
Fifty Dead Men Walking ~3191
54 ~2826
Topaz ~3842
Think Like a Man ~2874
Viy ~1861
The Karate Kid ~1174
Rounders ~2900
Crash ~3138
Femme Fatale ~1489
Nim's Island ~1359
The Sisterhood of the Traveling Pants 2 ~1791
Superstar ~2737
Burn After Reading ~1358
Black Water Transit ~1495
Jackie Brown ~2883
Tora! Tora! Tora! ~1916
Imagine Me & You ~3367
Philomena ~2905
My Girl ~2498
Freedom ~2719
Love Ranch ~1990
Real Women Have Curves ~4005
Harry Potter and the Goblet of Fire ~115
Nikita             ~3441
Harvard Man ~3613
Ravenous ~2940
Beloved ~900
In Dreams ~1685
Lake Mungo ~4427
Loaded Weapon 1 ~2801
Rain Man ~1851
Spotlight ~2167
The Slaughter Rule ~4642
A Low Down Dirty Shame ~3070
Joy Ride ~2039
Lars and the Real Girl ~2858
A Most Wanted Man ~2643
Small Soldiers ~1217
Highlander: Endgame ~2647
Gun Shy ~3149
Sex and the City             ~817
What's Your Number? ~2243
Undisputed ~2251
Alvin and the Chipmunks: The Squeakquel ~590
The Monuments Men ~598
The Spanish Prisoner ~320
The Horse Whisperer ~727
Mother and Child ~3454
Event Horizon ~785
Born to Fly: Elizabeth Streb vs. Gravity ~4663
The Giver ~1903
Basic Instinct 2 ~620
Celebrity ~2932
The Gift ~3104
Sweet Charity ~2270
Beginners ~3963
The Sound and the Shadow ~4661
Don McKay ~3579
Sahara ~168
Tangled ~7
Grandma's Boy ~3694
The Namesake ~3281
Flash of Genius ~2289
The Last Witch Hunter ~495
Inglourious Basterds ~582
Fantasia ~4137
Little Shop of Horrors ~1641
Ulee's Gold ~4076
Up ~67
Sense and Sensibility ~2501
The Ballad of Jack and Rose ~4321
Gattaca ~1380
Grease ~3515
The Family Man ~724
Underworld: Rise of the Lycans ~1419
Dragonfly ~786
Happiness ~4021
You Again ~2197
The Hunt ~3952
The Lucky Ones ~2771
The Prince of Tides ~1594
Martha Marcy May Marlene ~4457
The Golden Child ~2873
M*A*S*H             ~3903
A Touch of Frost             ~985
Jurassic Park III ~340
The Machinist ~3709
The Hurt Locker ~2640
What's the Worst That Could Happen? ~1650
Letters to God ~4025
Coraline ~736
The Sentinel ~768
Serendipity ~1750
Forrest Gump ~827
A Nightmare on Elm Street ~1407
Superman II ~889
The Invasion ~511
Love the Coopers ~2402
Kevin Hart: Laugh at My Pain ~4570
Jack Ryan: Shadow Recruit ~752
Barney's Version ~1693
The Fourth Kind ~3080
Chain Reaction ~869
Superman ~831
She Done Him Wrong ~4780
Die Another Day ~148
Blood Ties ~1912
Magnolia ~1361
F.I.S.T. ~2994
The Mummy: Tomb of the Dragon Emperor ~72
Tomcats ~3001
Higher Ground ~4270
Ted 2 ~628
Journey to Saturn ~4079
Music and Lyrics ~1242
Johnson Family Vacation ~2894
Lady in White ~3756
The Age of Innocence ~1498
Ghost ~2059
Departure ~4451
The Omen ~1877
A Lonely Place to Die ~3878
A Separation ~4551
The Skeleton Key ~1231
The Debt ~2191
Virgin Territory ~1352
Dysfunctional Friends ~4280
The Longshots ~2046
The Birth of a Nation ~4829
Marie Antoinette ~1279
Gangster's Paradise: Jerusalema ~4226
The Young and Prodigious T.S. Spivet ~1540
3:10 to Yuma ~1043
Panic Room ~1034
G.I. Joe: Retaliation ~167
Animals ~3618
Escape from the Planet of the Apes ~4098
Barbershop 2: Back in Business ~2372
The Mortal Instruments: City of Bones ~792
Guiana 1838 ~4482
Amélie ~1287
Smilla's Sense of Snow ~1488
Prom ~3331
Keeping Up with the Steins ~3699
Rubber ~4640
Supernova ~790
Skin Trade ~3273
Crocodile Dundee in Los Angeles ~1921
Hidalgo ~507
Alive ~1538
Thir13en Ghosts ~2332
8: The Mormon Proposition ~4116
Freakonomics ~4065
The Curse of the Jade Scorpion ~1844
Eye of the Beholder ~2639
Rambo: First Blood Part II ~1131
Notes on a Scandal ~1784
Sherrybaby ~4221
Stung ~4122
Ender's Game ~265
Nixon ~1115
Good Deeds ~2735
Men in Black II ~151
A Haunted House ~4094
Capricorn One ~3744
The Rose ~3276
The Good Dinosaur ~55
High Tension ~4066
Meek's Cutoff ~4199
Warlock: The Armageddon ~4013
She's the Man ~1909
Torn Curtain ~3990
Shine a Light ~4449
Paranormal Activity 2 ~3971
Alfie ~1289
Hud ~4099
The Ant Bully ~1102
The Hadza: Last of the First ~4591
28 Days Later... ~3304
The Smurfs 2 ~263
The Glass House ~2082
The Sticky Fingers of Time ~4757
Paris, je t'aime ~2830
Mean Machine ~3790
Walk the Line ~1719
Insidious: Chapter 3 ~3062
Holes ~2146
The Muse ~2653
Windtalkers ~240
Fido ~3354
Exit Wounds ~1510
Are We There Yet? ~2140
Because I Said So ~1319
Scary Movie 5 ~2183
Hot Pursuit ~1462
Non-Stop ~949
One Night with the King ~2248
Bruce Almighty ~430
Kung Fu Panda 2 ~138
The Phantom ~1113
Ronin ~859
The Quick and the Dead ~1545
Find Me Guilty ~2836
Infamous ~2839
Fired Up             ~2230
The Wolverine ~236
Love and Death on Long Island ~3810
Harriet the Spy ~2808
90 Minutes in Heaven ~3706
Edmond ~3172
Saw ~4387
Captain Alatriste: The Spanish Musketeer ~1777
Suicide Squad ~73
Roll Bounce ~3084
The Adventures of Ford Fairlane ~1027
Glee: The 3D Concert Movie ~3254
American Hustle ~1175
Final Fantasy: The Spirits Within ~169
Pan ~144
Savage Grace ~3769
Isn't She Great ~1381
Ghost Rider: Spirit of Vengeance ~822
While We're Young ~3146
Death to Smoochy ~1019
I Come with the Rain ~2437
Compliance ~4735
The Bank Job ~2195
Gamer ~1017
The Secret Life of Bees ~2991
Hercules ~310
The Juror ~1132
To Die For ~2210
The Silence of the Lambs ~2134
Irreplaceable ~4606
Jade ~1016
Veer-Zaara ~3444
Hotel Transylvania ~396
Poseidon ~105
Little Nicholas ~1708
Halloween III: Season of the Witch ~4097
8MM ~1246
Shorts ~2209
